address,sniff_provider,phone_num,times,
אלמגור,שירותי בריאות כללית,04-6937021,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, בדיקות מעבדה  נגישות לנכים
"אלמוג, דואר נע ערבות הירדן",שירותי בריאות כללית,02-9945222,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, טיפת חלב שירות אחיות בדיקות מעבדה
"אלנבי 1, מגדל האופרה תל אביב, בניין האופרה, קומה 1",שירותי בריאות כללית,03-6288600,"Opening_hours   שעות פעילות  ימים א', ג', ה' יום ב' יום ד' יום ו'   7:30 - 13:00, 15:30 - 19:00  7:30 - 16:00  7:30 - 13:30  7:30 - 12:30  
חוה""מ:	 07:30 - 13:00
ערב חג:08:00 - 12:00  צפה בשעות הפעילות", בדיקות מעבדה בדיקומט  נגישות לנכים
"אלעזר המודעי 1, ביתר עילית",לאומית שירותי בריאות,02-5480888,"Opening_hours   שעות פעילות  ימים א' - ה' יום ו' יום שבת   8:00 - 13:00, 13:00 - 23:00  8:00 - 12:00, 12:00 - 14:45  21:30 - 23:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בית מרקחת מכון רנטגן אולטרה סאונד מכון להתפתחות הילד מרפאת נשים שירותי רפואה דחופה   עוד פרטים  שירותי אופטומטריה
"אלעזר המודעי 15, ביתר עילית",מכבי שירותי בריאות,02-5724800,"Opening_hours   שעות פעילות  ימים א', ג', ה' יום ב' יום ד'   8:00 - 12:00, 16:00 - 18:00  8:00 - 12:00  8:00 - 10:00, 16:00 - 18:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה
"אלעזר המכבי 1, ירושלים, מקור ברוך",שירותי בריאות כללית,02-5311201,"Opening_hours   שעות פעילות  ימים א', ג' ימים ב', ד' יום ה' יום ו'   7:45 - 18:30  7:45 - 14:30  7:45 - 15:30  7:45 - 11:45  
חוה""מ:	08:00 - 12:30
ערב חג:	08:00 - 11:30  צפה בשעות הפעילות", בדיקות מעבדה בדיקומט  נגישות לנכים
אלקוש,שירותי בריאות כללית,04-9870449,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, טיפת חלב בדיקות מעבדה  נגישות לנכים
"אלקנה, מרכז מסחרי",שירותי בריאות כללית,03-9077400,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה  נגישות לנכים
אמונים,שירותי בריאות כללית,08-8551019,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, טיפת חלב שירות אחיות בדיקות מעבדה  שירות מעקב היריון נגישות לנכים
"אמנון ותמר 6, נתניה",לאומית שירותי בריאות,09-9662670,"Opening_hours   שעות פעילות  ימים א', ב', ד' ימים ג', ה'   8:00 - 12:30  8:00 - 12:30, 16:00 - 18:30   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה  רפואה משלימה
"אמנון ותמר 6, נתניה, קניון פולג",מאוחדת,09-8658530,"Opening_hours ייפתח ביום ה' ב-8:00  שעות פעילות  ימים א', ג', ה' ימים ב', ד' יום ו'   8:00 - 12:30, 16:00 - 19:30  8:00 - 12:30  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה מרפאת נשים מכון גסטרואנטרולוגי  יועצי תזונה
"אמסטרדם 9, תל אביב",שירותי בריאות כללית,03-7250800,"Opening_hours   שעות פעילות  ימים א', ג', ה' יום ב' יום ד' יום ו'   7:30 - 12:30, 15:30 - 19:00  7:30 - 16:00  7:30 - 13:30  7:30 - 12:30  
חוה""מ:	 07:30 - 13:00
ערב חג:07:30 - 13:00  צפה בשעות הפעילות", בדיקות מעבדה בדיקומט  נגישות לנכים
אמציה,לאומית שירותי בריאות,08-6882355,Opening_hours ייפתח ב-16:30  שעות פעילות  יום א' יום ג' יום ד'   7:30 - 13:00  8:00 - 12:30  16:30 - 19:30   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה בית מרקחת
"אמרי בינה 17, ירושלים",מאוחדת,02-5011898,"Opening_hours   שעות פעילות  ימים א', ג', ה' ימים ב', ד' יום ו'   8:30 - 15:00  8:30 - 15:00, 16:00 - 19:00  8:30 - 10:30   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה מרפאת נשים
אניעם,שירותי בריאות כללית,04-6821460,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, טיפת חלב בדיקות מעבדה
"אסותא 2, אבן יהודה",שירותי בריאות כללית,09-8915222,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, טיפת חלב שירות אחיות בדיקות מעבדה בדיקומט בית מרקחת   עוד פרטים  שירותי ביקור בית שירות מעקב היריון נגישות לנכים
"אסיף 50, כרמיאל, גבעת רם",שירותי בריאות כללית,04-8807565,"Opening_hours   שעות פעילות  יום א' ימים ב', ה' יום ג' יום ד'   8:00 - 13:00, 16:00 - 19:00  8:00 - 13:00, 15:30 - 18:30  8:00 - 13:00, 15:00 - 19:00  8:00 - 13:00, 16:30 - 18:30   צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה  נגישות לנכים
"אסף הרופא 1, אשקלון, מרפאת דרום",שירותי בריאות כללית,08-6798222,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה בית מרקחת  נגישות לנכים
"אעבלין, בבנין המועצה המקומית",שירותי בריאות כללית,04-9964570,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, בדיקות מעבדה בית מרקחת  נגישות לנכים
"אעבלין, כביש ראשי 86",לאומית שירותי בריאות,1-700-507507,"Opening_hours ייפתח ביום ה' ב-19:00  שעות פעילות  ימים ב', ג', ה' ימים ו', שבת   19:00 - 21:00  17:00 - 20:00   צפה בשעות הפעילות", בדיקות מעבדה
"אעבלין, רח' ראשי",מאוחדת,04-8717238,"Opening_hours ייפתח ביום ה' ב-8:00  שעות פעילות  ימים א', ב', ד' יום ג' יום ה' יום ו' יום שבת   8:00 - 12:00  8:00 - 12:00, 16:00 - 19:00  8:00 - 15:00, 16:00 - 19:00  16:00 - 19:00  13:00 - 16:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה
"אפטר 9, שיכון ל' תל אביב",מכבי שירותי בריאות,03-7463100,"Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א', ב', ד', ה' יום ג'   8:00 - 19:30  8:00 - 21:00   צפה בשעות הפעילות", בדיקות מעבדה
אפק,שירותי בריאות כללית,04-8784088,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:00 - 14:00  7:00 - 12:00  ערב חג:	08:00 - 12:00  צפה בשעות הפעילות, טיפת חלב בדיקות מעבדה  נגישות לנכים
"אפרים קישון 9, באר יעקב",שירותי בריאות כללית,08-6345955,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה בדיקומט  נגישות לנכים
"אצ""ל 41, טירת כרמל",שירותי בריאות כללית,04-8130406,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה בית מרקחת  נגישות לנכים
"אצ""ל 79, דרום תל אביב,  בית תשבי",לאומית שירותי בריאות,03-7915800,"Opening_hours   שעות פעילות  ימים א', ב', ד' ימים ג', ה'   7:30 - 13:00, 16:00 - 19:00  7:30 - 13:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בית מרקחת מכון רנטגן פיזיותרפיה   עוד פרטים  רפואה משלימה שירותים סוציאליים שירות מעקב היריון
"אקסודוס 6, אשקלון",שירותי בריאות כללית,08-6700222,"Opening_hours   שעות פעילות  ימים א', ה' ימים ב', ד' יום ג' יום ו'   7:30 - 13:00, 16:00 - 19:30  7:30 - 13:00  7:30 - 13:00, 16:30 - 19:30  8:00 - 14:00   צפה בשעות הפעילות", בדיקות מעבדה
"אקסודוס 6, אשקלון, נוה דקלים",מאוחדת,08-6701444,"Opening_hours   שעות פעילות  יום א' ימים ב', ג', ה' יום ד' יום ו'   8:00 - 13:00, 15:00 - 19:00  8:00 - 13:00  8:00 - 13:00, 16:00 - 19:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בית מרקחת מרפאת נשים  שירותים סוציאליים יועצי תזונה
ארבל,שירותי בריאות כללית,04-6730452,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, טיפת חלב בדיקות מעבדה  נגישות לנכים
"ארבע עונות 14, לוד",לאומית שירותי בריאות,08-9188500,"Opening_hours   שעות פעילות  ימים א', ג', ה' ימים ב', ד'   7:30 - 13:00, 16:00 - 19:00  7:30 - 13:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בית מרקחת  רפואה משלימה
"ארבע עונות 14, לוד, גני אביב",שירותי בריאות כללית,08-9136200,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה בית מרקחת  נגישות לנכים
"ארגמן 12, ראשון לציון, נווה חוף",שירותי בריאות כללית,03-9620648,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה  נגישות לנכים
ארז,שירותי בריאות כללית,08-6801222,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, טיפת חלב בדיקות מעבדה
"אריסטובול 2, תל אביב, רבינוביץ",שירותי בריאות כללית,03-6012100,"Opening_hours   שעות פעילות  ימים א', ג' ימים ב', ה' יום ד' יום ו'   7:30 - 12:30, 15:30 - 19:00  7:30 - 16:00  7:30 - 13:30  7:30 - 12:00  חוה""מ:	 07:30 - 13:00
ערב חג:07:30 - 13:00  צפה בשעות הפעילות", בדיקות מעבדה בדיקומט בית מרקחת  נגישות לנכים
"ארלוזורוב 1, קרית שמונה",שירותי בריאות כללית,04-6958811,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, בדיקות מעבדה בדיקומט בית מרקחת  נגישות לנכים
"ארלוזורוב 11, חיפה",מאוחדת,04-8621515,"Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   8:00 - 13:00, 16:00 - 19:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה מרפאת נשים  שירותים סוציאליים יועצי תזונה
"ארלוזורוב 31, בת ים",שירותי בריאות כללית,03-5002700,"Opening_hours   שעות פעילות  ימים א', ג', ה' יום ב' יום ד' יום ו'   7:30 - 13:00, 15:30 - 19:00  7:30 - 15:00  7:30 - 13:00  7:30 - 12:30  
חוה""מ:	 07:30 - 13:00
ערב חג:07:30 - 13:00  צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בדיקומט בית מרקחת  נגישות לנכים
"אשכנזי 15, ירושלים, שערי משה",לאומית שירותי בריאות,02-5359555,"Opening_hours   שעות פעילות  ימים א', ג' - ה' יום ב' יום ו'   8:00 - 13:00, 16:00 - 20:00  8:00 - 13:00, 13:00 - 20:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בית מרקחת אולטרה סאונד פיזיותרפיה   עוד פרטים  רפואה משלימה
"אשר ברש 9, באר שבע",לאומית שירותי בריאות,08-6471555,"Opening_hours   שעות פעילות  ימים א', ג', ה' ימים ב', ד'   7:30 - 13:00, 16:00 - 19:00  7:30 - 13:00   צפה בשעות הפעילות", בית מרקחת מוניטור
באקה אל-גרבייה,לאומית שירותי בריאות,04-6280999,"Opening_hours   שעות פעילות  ימים א', ג', ה' ימים ב', ד', ו'   8:00 - 12:00, 16:00 - 19:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בית מרקחת מכון רנטגן פיזיותרפיה   עוד פרטים  שירותי אופטומטריה
באקה אל-גרבייה,מכבי שירותי בריאות,04-6248812,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   8:00 - 12:30  8:00 - 12:00   צפה בשעות הפעילות, בדיקות מעבדה
